광역자치단체명,축제명,축제유형,개최기간,개최장소
충청남도,제8회 예산장터삼국축제,지역경제활성화,10월 중,예산상설시장 일원
충청남도,제21회 예산황토사과축제,지역농특산물홍보,10~11월 중,예산종합운동장 일원
충청남도,2023 의좋은형제축제,전통역사,10월 중,대흥면 의좋은형제공원 일원
충청남도,제5회 예산황새축제,테마(새),9월 중,광시면 예산황새공원 일원
충청남도,제12회 몽산포항 주꾸미축제,특산물,4월중,몽산포항
충청남도,제1회 신진도항 오징어축제,특산물,7월말,신진도항
충청남도,안면도 백사장 대하축제,특산물,10월초,백사장항
충청남도,제20회 태안 모래조각 페스티벌,생태자연,9월중,미정
충청남도,2024년 태안거리축제,문화관광,10월중,태안읍 중앙로 일원
충청남도,2024 태안국화축제,생태자연,10월말~11월초,옥파 이종일선생 생가지
충청남도,2024년 대한민국 사구축제,생태자연,11월중,해안사구일원
충청남도,제14회 가재산 벚꽃길 걷기행사,기타,4월중,이원면 가재산 일원
충청남도,황도붕기풍어제,문화예술,2024. 2. 11. ~ 12.,안면읍 황도리 당집 일원
전라북도,2024 전주 세계문화주간,문화예술,2024. 6월 중,전주시 일원
전라북도,전주단오,전통역사,06.08.~06.10.,덕진공원
전라북도,제14회 얼굴없는천사 축제,문화예술,10.03.~10.05,천사공원 일원
전라북도,한옥마을 문화시설 특화축제,문화예술,10.25.~10.27.,한옥마을 일원
전라북도,제6회 전주 김장문화축제,특산물,11월중,미정
전라북도,2024 전주가맥축제,문화예술,08.08.~08.10.(예정),미정
전라북도,전주페스타 2024,문화예술,10.03.~10.27.(예정),미정
전라북도,2024 전주비빔밥축제,문화예술,10.3.~10.6.(예정),미정
전라북도,제3회 어촌체험 섬마을 작은 축제,특산물_ 생태자연,5월중,고군산군도 어촌마을 일원
전라북도,제56회 진포예술제,문화예술,5월중,군산예술의전당 등
전라북도,제12회 군산시간여행축제,전통역사_ 문화예술,10월 중,구.시청광장 및 시간여행마을일원
전라북도,제7회 우체통거리 손편지축제,기타(주민화합 등),9월 중(2일),우체통거리1길_2길
전라북도,제3회 구영길 한마당,기타(주민화합 등),10월 중(2일),근대쉼터_ 중앙로1가
전라북도,군산 수제맥주&블루스 페스티벌,특산물,6.20~6.22,근대역사박물관 일원
전라북도,제19회 군산꽁당보리축제,특산물,5.2.~5.4.,미성동 일원
전라북도,2024 익산 문화유산야행,전통역사,04.19~04.21,백제왕궁 일원
전라북도,2024 익산서동축제,전통역사,05.03.~05.06.,금마면 서동공원 일원
전라북도,두동편백마을 힐링숲축제,생태자연,09.27.~09.28.,성당면 두동편백마을 일원
전라북도,제21회 익산 천만송이 국화축제,생태자연,10.18.~10.27.,중앙체육공원 등 6개소
전라북도,제35회 정읍사문화제,문화예술,10.26~10.27,정읍사문화공원 일원
전라북도,정읍 벚꽃축제,생태자연,3.29 ~ 4.1,정읍천변
전라북도,정읍 물빛축제,기타,8월중 4일,정읍천변
전라북도,정읍 캠핑축제,기타,10월중 4일,내장산문화광장
전라북도,제57회 동학농민혁명기념제,문화예술_ 전통역사,5. 10. ~ 5. 11.,동학농민혁명기념공원
전라북도,제17회 정읍 구절초 꽃축제,생태자연,10.3~10.13(잠정),구절초 지방정원
전라북도,제94회 춘향제,문화예술,5.10.~5.16.,광한루원_ 요천일원
전라북도,제32회 흥부제,문화예술,10.5.~10.7.,사랑의광장 일원
전라북도,제36회 지리산뱀사골고로쇠약수제,생태자연,2월중,산내면부운리 반선추차장
전라북도,제12회 지리산바래봉 겨울축제,생태자연,1~2월,운봉읍 용산리 268-6 
전라북도,제28회 지리산바래봉 철쭉제,생태자연,4월말~5월(30일정도),운봉읍 용산리 268-6 
전라북도,제45회 지리산 뱀사골 단풍제,생태자연,10월중(1일),지리산국립공원분소 내
전라북도,제2회 십승지명당운본고원벚꽃축제,생태자연,4월중(1일),서림공원 일원
전라북도,제1회 지리산흥부골 포도축제,특산물,8월중(1일),지리산농협농산물산지유통센터
전라북도,제10회 혼불문학신행길축제,문화예술,10.26~10.27(2일),남원혼불문학관
전라북도,제26회 김제지평선축제,문화예술,2024.10.2.~10.6.,김제시 일원(벽골제 중심)
전라북도,제17회 김제모락페스티벌,문화예술,2024.4.26.~4.27.,김제모악산일원
전라북도,2024 꽃빛드리축제,문화예술,2024.3.29.~3.31.,김제시민문화체육공원
전라북도,지평선광활햇감자축제,특산물,2024.4.20.~4.21.,김제광황초등학교 일원
전라북도,제13회 지평선 추억의 보리밭 축제,생태자연/특산물,2024.5.4.~5.6.,새만금 6공구 내 원예단지(토끼섬 일원)
전라북도,제2회 김제 자원순환 새로보미축제,생태자연/특산물,2024.9.6.~9.7.,김제시민문화체육공원
전라북도,제22회 완주 삼례딸기 축제,특산물,3월 중 ,삼례농협 인근 공영주차장
전라북도,제12회 와일드&로컬푸드축제,특산물,9~10월 중,완주군 고산자연휴양림 일원
전라북도,제7회 오성한옥마을 오픈가든축제,기타(주민화합),5월 중,소양오성한옥마을
전라북도,제10회 완주곶감축제,특산물,12월 중,운주면
전라북도,제2회 완주 대둔산축제,기타(주민화합),6월 중,완주군 대둔산 일원
전라북도,제2회 완주 모악산 웰니스 축제,기타(주민화합),4월 중,완주군 모악산 일원
전라북도,제34회 나라꽃 무궁화 전국축제 행사,생태자연,7~9월 중,고산면
전라북도,제20회 진안고원 운장산 고로쇠 축제, 특산물,24.03.09.~03.10,주천면 대불리 삼거광장
전라북도,제14회 진안고원 수박축제,특산물,24.07.27.~07.28.,동향면 체련공원
전라북도,2024 진안홍삼축제, 특산물,24.09.~24.10.,마이산 북부 일원
전라북도,제6회 진안고원 김치보쌈축제,특산물,24.11.16~11.17.,마이산 북부 일원
전라북도,제27회 무주반딧불축제, 생태자연,8.31.~9.7.,무주군 일원
전라북도,안성두문낙화놀이,전통문화,미정,무주군 안성면
전라북도,무주꽁꽁놀이축제, 놀이체험,미정,무주군 적상면
전라북도,제2회 장수쿨밸리축제,특산물,07.31~08.04,장수군 번암면 방화동휴양림
전라북도,제18회 장수한우랑사과랑축제,특산물,09.05~09.08,장수군 의암공원 및 누리파크
전라북도,제8회 번암물빛축제,생태자연,08.02~08.03,전라북도 장수군 번암면
전라북도,계북 수박&토마토 축제,특산물,07.27~07.28,계북면 일원
전라북도,장수읍 노하숲 작은축제,생태자연,10.03~10.04,장수읍 노하숲 일원
전라북도,임실N치즈축제,특산물,10.3.~10.6.,임실치즈테마파크_ 임실치즈마을_ 임실읍 일원
전라북도,아쿠아페스티벌,기타(주민화합),7.~8월중,임실치츠테마파크
전라북도,산타축제,기타(주민화합),12.23~12.25,임실치즈테마파크
전라북도,의견문화제,문화예술,5.4 ~ 5.6,오수의견공원 및 의견관광지 일원
전라북도,필봉마을굿축제,문화예술,8.22 ~ 8.25,필봉농악전수교육관
전라북도,사선문화제,문화예술,8.29 ~ 9.1,관촌사선대
전라북도,옥정호벚꽃축제,기타(주민화합),4.6 ~ 4.7,운암면 옥정호출렁다리 및 순환도로 일원
전라북도,제22회 옥천골 벚꽃축제,생태자연,2024. 3~4월중(미정),순창읍 경천로 일원
전라북도,제1회 쌍치면 추령천 벚꽃축제,생태자연,2024. 4월중(미정),순창군 쌍치면 소재지 추령천 일원
전라북도,제5회 섬진강 슬로슬로 발효마을 축제,생태자연,2024. 5.4. ~ 5.5,순창군 적성면 지내마을 
전라북도,제27회 추령장승축제,전통역사,2024. 10.26. ~ 10.27,순창군 복흥면 추령장승촌 일원
전라북도,제19회 순창장류축제,특산물,2024. 10.11. ~ 10.13.,순창발효테마파크 일원
전라북도,제51회 고창모양성제,전통역사,2024.10.9.~10.13.,고창읍성 일원
전라북도,2024 고창갯벌축제,생태자연,2024.6월중(3일간),심원만돌일원
전라북도,바지락 오감체험 페스티벌,생태자연,2024.5.10.~12.(3일간),심원하전일원
전라북도,제28회고창해풍고추축제,특산물,2024. 8월중,고창 농산물유통센터 일원
전라북도,제2회 고창 벚꽃축제,생태자연,2024.3.29.~31.,석정 일원
전라북도,제21회고창복분자와수박축제,특산물,6. 14. ~ 6. 16.(예정),선운산도립공원
전라북도,고창 청보리밭축제,생태자연,4.20~5.12,학원농장
전라북도 ,제6회 개암동 벚꽃축제,생태자연,2024. 4월 중,부안 상서면 개암동
전라북도 ,제11회 부안마실축제,문화예술,05.03.~05.06.,부안 해뜰마루 전라북도 지방정원
전라북도 ,변산 비치파티,생태자연,2024. 8월 중,부안 변산해수욕장
전라북도 ,고슴도치섬 위도상사화축제,생태자연,2024. 8월 중,부안 위도해수욕장
전라북도 ,님의 뽕 축제,특산물,2024. 8월 중,부안댐 광장
전라북도 ,부안 곰소젓갈발효축제,특산물,2024. 10월 중,부안 곰소리 일원
전라북도 ,2024 부안붉은노을축제,생태자연,2024. 10월 중,부안 변산해수욕장
전라북도 ,가을애(愛) 국화 축제,생태자연,2024. 11월 중,부안 매창공원 앞마당
전라북도 ,부안 설숭어축제,특산물,2024. 12월 중,부안 상설시장
전라남도,제16회 명량대첩축제,전통역사,10.18.~10.20.(예정),울돌목일원(해남_ 진도)
전라남도,제30회 국제남도음식문화큰잔치,특산물,10.11.~10.13.,목포 문화예술회관 일원
전라남도,2024 유달산 봄 축제,생태자연_ 전통역사,3.29.~ 3.31.,유달산 및 근대역사거리일원
전라남도,2024 목포항구축제,전통역사_ 문화예술,9.27.~9.29.,목포항 및 삼학도 일원
전라남도,제58회 여수거북선축제,전통역사,5. 4. ~ 5. 7.,여수시 일원
전라남도,제22회 거문도백도 은빛바다 체험행사,생태자연,8~10월중 2일,거문도 잉뤈
전라남도,제15회 여수여자만갯벌노을체험행사,생태자연,9~10월중 2일,소라면 장척마을 일원
전라남도,2024 여수동동북축제,전통역사,8~10월중 2일,용기공원_ 선소 일원
전라남도,제29회 여수향일암일출제,생태자연,2024. 12. 31. ~ 2025. 1. 1.,돌산 임포마을 향일암 일원
전라남도,제20회 순천명품월등복숭아 체험행사,특산물,8.3.~8.4.,월등면 일원
전라남도,2024년 순천 문화유산 야행,문화예술,8.14.~8.18.,향동 일원
전라남도,2024 세계유산축전(선암사·순천갯벌),문화예술,10.1.~10.31.,선암사_ 순천만습지 등
전라남도,제41회 순천팔마문화제,문화예술,9월 중(2일),남문터광장
전라남도,제8회 순천 푸드앤아트페스티벌,문화예술,10월 중(3일),중앙로 일원
전라남도,제29회 순천낙안읍성민속문화축제,전통역사,10.3.~10.5.,순천낙안읍성 등
전라남도,제25회 순천만갈대축제,생태자연,11.2.~11.3.,순천만습지
전라남도,2024 나주축제,문화예술_ 생태자연,10.9. ~ 10.13.,영산강변 저류지
전라남도,제20회 영산포 홍어축제,특산물,4월중,홍어의 거리 및 영산강 둔치 체육공원 일원
전라남도,제4회 천년나주목읍성문화축제,문화예술,9월중,금성관 및 나주향교 일원
전라남도,제23회 광양매화축제,생태자연,3.8.~3.17.,다압면 매화마을 일원
전라남도,제7회 광양천년동백축제,생태자연,3월중,옥룡사지 동백숲 일원
전라남도,제16회 백운산국사봉철쭉축제,생태자연,4월중,옥구슬건강문화센터 광장 및 국사봉 일원
전라남도,제23회 광양전어축제,특산물,8월중,진월면 망덕포구 일원
전라남도,제20회 광양전통숯불구이축제,특산물,10월중,광양읍 서천변 일원
전라남도,제4회 광양 K-POP 페스티벌,기타,10월중,관내 일원(장소 미정)
전라남도,2024년 담양대나무축제,생태자연,05.15.~05.20.,죽녹원 및 관방제림 일원
전라남도,금성면 제1회 고비산 산벚꽃축제,생태자연,4월중(2일),금성면 고비산 일원
전라남도,제11회 창평 전통음식축제,전통역사,10월중(3일),슬로시티방문자센터
전라남도,제6회 담양산타축제,기타,12월중(3일),담양메타랜드일원
전라남도,제14회 곡성세계장미축제,생태자연,05.17.~05.26.,섬진강기차마을
전라남도,제24회 곡성심청어린이대축제,문화예술,10.03.~10.06.,섬진강기차마을
전라남도,제25회 구례산수유꽃축제,생태자연,3.9.~3.17.,산동면 일원
전라남도,2024 구례300리 벚꽃축제,생태자연,3.29.~3.31.,구례읍_ 문척면 일원
전라남도,제80회 지리산남악제 및 43회 군민의 날 행사,전통역사,4.19.~4.21.예정,구례군 일원
전라남도,화엄음악제,문화예술,10.4.~10.6.예정,화엄사 일원
전라남도,2024 구례동편소리축제,문화예술,10.11.~10.13.예정,서시천체육공원 일원
전라남도,제48회 지리산피아골단풍 축제,생태자연,11.2.~11.3.예정,토지면 일원
전라남도,제14회 고흥우주항공축제,기타,05.03.~05.05.,나로우주과학관
전라남도,제22회 녹동바다불꽃축제,기타,05.23.~05.26.,녹동 구항
전라남도,제2회 갯것한상축제,기타,9월중,금산면 거금휴게소
전라남도,제4회 고흥 유자축제,특산물,11.01.~11.03.,유자 축제장
전라남도,보성벚꽃축제,기타(주민화홥),04.06.~04.07.,대원사 일원
전라남도,보성다향대축제,특산물,05.02.~05.06.,한국차문화공원 일원
전라남도,서편제보성소리축제,문화예술,10.06.~10.08.,보성문화예술회관
전라남도,벌교꼬막축제,특산물,10.25.~10.27.,벌교천 일원
전라남도,보성차밭빛축제,기타(주민화홥),11.29.~12.31.,한국차문화공원 일원
전라남도,보성불꽃축제,기타(주민화홥),2024.12.31.,율포솔밭해수욕장 일원
전라남도,2024 화순 고인돌 축제,전통역사,04.19.~4.28.,화순 고인돌 유적지
전라남도,2024 화순 고인돌 가을꽃 축제,전통역사,10.18.~11.3.,화순 고인돌 유적지
전라남도,2024 화학산 철쭉제,기타(주민화합),4월중,청풍면 화학산
전라남도,2024 백아산 철쭉제,기타(주민화합),5월중,백아면 백아산
전라남도,2024 화순운주문화축제,기타(주민화합),5월중,도암면 운주사
전라남도,2024 화순적벽문화축제,기타(주민화합),5월중,이서 커뮤니티 센터
전라남도,2024 도심속 남산공원 축제,기타(주민화합),미정,남산공원
전라남도,제1회 장흥 산들해 축제,특산물,4월말 ~ 5월초,탐진강변
전라남도,제17회 정남진 장흥 물축제,생태자연,7.27.~8.4.,탐진강 및 편백숲 우드랜드 일원
전라남도,2024 장흥 회령포 이순신 축제,전통역사,10월중,회진항 일원
전라남도,제52회 강진청자축제,전통역사,2.23.~3.3.,대구광역시면 청자촌
전라남도,백련사 동백축제,생태자연,2.23.~3.3.,백련사 일원
전라남도,군동 풍동 봄꽃 축제,생태자연,4.4.~5.6.,남미륵사 일원
전라남도,제4회 강진 성전월출산 봄소풍가는날,생태자연,4.19.~4.21.(예정),성전면 경포대 일원
전라남도,제7회 강진금곡사 벚꽃삼십리길축제,생태자연,3월말~4월초,군동면 까치내로 일원
전라남도,제27회 전라병영성축제,전통역사,3월말~4월초,병영성 일원
전라남도,제2회 강진 수국길 축제,기타,6.21.~6.23.(예정),보은산 일원
전라남도,제2회 강진 하맥축제,기타,8.1.~8.3.(예정),강진종합운동장 일원
전라남도,제13회 마량미항찰전어축제,특산물,9월 중순,마량항 일원
전라남도,제9회 강진만춤추는갈대축제,생태자연,10월 중,생태공원 일원
전라남도,흑석산 소풍 힐링축제,생태자연,4.26.~4.27.,흑석산 자연휴양림
전라남도,해남 공룡대축제,생태자연,5.3.~5.5.,해남 공룡박물관
전라남도,송호해변 여름축제,생태자연,7월~8월중,송호해수욕장
전라남도,오시아노 뮤직페스타,문화예술,8월중,오시아노 관광단지
전라남도,해남미남축제,특산물,10월말~11월초,대흥사 일원
전라남도,땅끝해넘이해맞이축제,생태자연,12.31.~'25.1.1.,땅끝 관광지
전라남도,영암왕인문화축제,문화예술,03.28.~03.31.,왕인박사유적지 일원
전라남도,월출산국화축제,생태자연,10월~11월,월출산기찬랜드
전라남도,마한축제,전통역사,10월중,마한문화공원
전라남도,영암무화과축제,특산물,9월중,삼호읍
전라남도,2024 무안겨울숭어축제,특산물,2024.01.20.~21.,양간다리 수산시장 일원
전라남도,제10회 황토갯벌축제,생태자연,2024.05.04.~06.,무안황토갯벌랜드 일원
전라남도,제27회 무안연꽃축제,생태자연,2024.07.25.~28.,회산백련지 일원
전라남도,2024 무안갯벌낙지축제,특산물,2024. 10월 중,낙지골목 일원
전라남도,제4회 무안YD 페스티벌,문화예술,2024.10.25.~27.,남악중앙공원 일원
전라남도,2024 대한민국 난명품 대제전,생태자연,3. 23. ~ 24.,함평문화체육센터
전라남도,제26회 함평나비대축제,문화예술_ 생태자연,4. 26. ~ 5. 5.,함평엑스포공원 일원
전라남도,제25회 모악산 꽃무릇 축제,생태자연_ 전통역사,9월중,해보면 꽃무릇공원 일원
전라남도,2024 대한민국 국향대전광역시,문화예술_ 생태자연,10. 25. ~ 11. 10.,함평엑스포공원 일원
전라남도,제10회 영광찰보리어울마당,생태자연,5.10.~5.11.,지내들 옹기돌탑공원
전라남도,2023 영광법성포단오제,문화예술,6.7.~6.10.,법성포단오제 전수교육관
전라남도,제23회 영광불갑산상사화축제,생태자연,9.13.~9.22.,불갑사 관광지
전라남도,황룡강 (洪)길동무 꽃길 축제,생태자연,5. 24. ~ 5. 26.,황룡강변 일원_ 홍길동테마파크
전라남도,어울림음악회,생태자연,7월 중,상무평화공원
전라남도,황룡강 가을꽃축제,생태자연,10. 5. ~ 10. 13.,황룡강변 일원
전라남도 ,2024 보배섬진도 문화예술제,문화예술,10월중,진도군일원
전라남도,2024년 섬수선화축제,생태자연,3.29.~4.7.,지도읍 선도리 일원
전라남도,2024 섬 튤립축제,생태자연,4.5.~4.14.,튤립및홍매화정원
전라남도,섬 간재미축제,특산물,4월 중,도초 수국정원일원
전라남도,2023 퍼플섬 라벤더 꽃축제,생태자연,5.17.~5.26.,박지도 라벤더 정원
전라남도,섬 홍어축제,특산물,5월 중,흑산 예리항 일원
전라남도,섬 낙지축제,특산물,5월 중,압해 분재정원 일원
전라남도,섬 강달어축제,특산물,6월 중,임자 튤립공원일원
전라남도,섬 병어축제,특산물,6월 중,지도 젓갈타운 일원
전라남도,버들마편초 꽃축제,생태자연,6.14.~8.4.,퍼플섬
전라남도,2024 섬 수국축제,생태자연,6.14.~6.23.,도초 수국정원 및 환상의정원 일원
전라남도,2024 섬 크로코스미아꽃 축제,전통역사,7.5.~7.21.,1004섬 분재정원
전라남도,제4회섬홍도원추리축제,생태자연,7.12~7.21.,홍도일원
전라남도,섬 민어축제,특산물,7월 중,임자 대광해변 일원
전라남도,섬 왕새우축제,특산물,9월 중,팔금 장목주차장 일원
전라남도,섬 불볼락축제,특산물,9월 중,가거도 일원
전라남도,섬 우럭축제,특산물,9월 중,압해 송공항 일원
전라남도,섬 새우젓축제,특산물,10월 중,지도 젓갈타운 일원
전라남도,아스타 꽃축제,생태자연,10.4.~10.13.,퍼플섬
전라남도,2024 섬 맨드라미 축제,생태자연,10.4.~10.13.,병풍도 맨드라미정원
전라남도,2024 섬 겨울꽃 축제,전통역사,12.6.~1.1.,1004섬 분재정원
경상북도,포항해병대문화축제,문화예술_ 주민화합,04.27.~04.28.,오천읍 일원
경상북도,포항국제불빛축제,문화예술_ 주민화합,05.31.~06.02.,형산강체육공원
경상북도,포항철길숲야행축제,문화예술_ 주민화합,2024. 8.,포항철길숲 일원
경상북도,송도비치 레트로 페스티벌,문화예술_ 주민화합,2024. 9.,송도해수욕장 일원
경상북도,포항운하축제,문화예술_ 주민화합,2024. 9.,포항운하 일원
경상북도,호미곶한민족해맞이축전,생태자연_ 문화예술,12.31.~01.01.,호미곶해맞이광장
경상북도,포항 구룡포 대게 축제,수산물 축제,2024. 12.,구룡포아라광장
경상북도,포항 호미곶 돌문어 축제,수산물 축제,2024. 4.,호미곶새천년광장
경상북도,포항 영일만 검은돌장어 축제,수산물 축제,2024. 7.,동해면 도구해수욕장 또는 영일대특설행사장
경상북도,포항 수산물 FESTIVAL,수산물 축제,2024. 9.,포항수협 활어위판장
경상북도,포항 구룡포 과메기 축제,수산물 축제,2024. 11.,구룡포아라광장
경상북도,포항 구룡포 과메기&겨울바다 축제,수산물 축제,12.31.~1.1.,영일대특설행사장
경상북도,부조장터문화축제,전통역사_ 주민화합,2024. 10.,신부조장터공원
경상북도,경주벚꽃축제,생태자연,3월,경주대릉원돌담길
경상북도,신라문화제,문화예술,10월,경주전역
경상북도,김천앤 과일축제,특산물,8 ~ 9월중,직지문화 또는 사명대사공원 일원
경상북도,김천김밥축제,음식,10월중,사명대사공원 일원
경상북도,안동암산얼음축제,생태자연,1.20.~1.28.,남후면 광음리 암산유원지 일원
경상북도,차전장군노국공주축제,전통역사,5.3.~5.7.,탈춤공원_모디684_원도심일원
경상북도,안동 벚꽃축제,생태자연,4월중,낙동강변 벚꽃길
경상북도,안동수[水]페스타,생태자연,7~8월중,낙동강 둔치 일원
경상북도,2024 문화재 야행,전통역사,7~8월중,월영교 일원
경상북도,안동국제탈춤페스티벌,문화예술,9.27.~10.6.,구안동역 및 탈춤공원_ 원도심일원
경상북도,2024 하회선유줄불놀이,전통역사,6~10월중,하회마을 만송정 일원
경상북도,청춘_ 금오천 벚꽃 페스티벌,문화예술,03.30.~04.02.,금오천 일원
경상북도,제3회 구미독서문화축제,문화예술,09.27.~09.28.,구미시립중앙도서관
경상북도,제8회 인동도시숲문화축제,생태자연,10월중,인동도시숲문화축제
경상북도,제3회 구미푸드페스티벌,기타(주민화합),10.26.~10.27.,송정맛길(구미 복개천)
경상북도,제3회 구미라면축제,문화예술,11.15.~11.17.,구미역 일원
경상북도,영주 한국선비문화축제,문화예술,2024-05월중,선비촌 및 서천둔치 일원
경상북도,영주 소백산철쭉제,생태자연,2024-05월중,소백산 및 서천둔치 일원
경상북도,영주 시원(ONE)축제,주민화합,2024-8월중,서천둔치 일원
경상북도,영주 무섬외나무다리축제,전통역사,2024-10월중,문수면 무섬마을
경상북도,경상북도영주 풍기인삼축제,특산물,2024-10월중,풍기읍 남원천 및 인삼문화팝업공원 일원
경상북도,영주장날 농특산물축제,특산물,2024-10월중,부석사 및 서천둔치 일원
경상북도,제22회 영천한약축제 with 작약꽃,특산물,05.17.~05.19.,영천한의마을
경상북도,제21회영천보현산별빛축제,지역자원,10.5.~10.7.,영천보현산천문과학관
경상북도,제50회 영천문화예술제,문화예술,10월중,영천강변공원
경상북도,제4회 중악팔공산 은빛문화제,문화예술,9월중,은해사
경상북도,2024 상주곶감축제,특산물,01.12~01.14.,북천시민공원
경상북도,제26회 문경찻사발축제,문화예술_ 전통역사,04.27.~05.06.,문경새재 일원
경상북도,제20회 문경오미자축제,특산물,9월경,문경시 동로면 일대
경상북도,제19회 문경사과축제,특산물,10월경,문경새재 일원
경상북도,제13회 문경약돌한우축제,특산물,10월경,문경새재 일원
경상북도,2024 경산자인단오제,문화예술_전통역사,6.8.~6.10.,경산자인의 계정숲
경상북도,2024 경산갓바위소원성취축제,문화예술_전통역사,9~10월중(2일간),갓바위 공영주차장(경산시 와촌면)
경상북도,제13회 경산대추&농산물한마당,특산물,10월 중(2일간),경산생활체육공원 어귀마당(미정)
경상북도,제17회 산수유마을꽃맞이행사,생태자연,3월 중(9일),사곡면 산수유마을 일원
경상북도,제2회 남대천 벚꽃축제,생태자연,4월 중(2일),의성읍 남대천 일원
경상북도,제7회 의성슈퍼푸드마늘축제,특산물,11월 중(3일),의성읍 시가지 일원
경상북도,제18회 청송사과축제,특산물,10.30.~11.3.,청송군 청송읍 용전천 현비암 일원
경상북도,제19회 영양산나물축제,특산물,05.09.~05.12.(예정),영양군청 및 복개천 일원
경상북도,제3회 수비능이축제,특산물,10.04.~10.06.(예정),수비면 체육공원 일원
경상북도,영양고추 H.O.T. festival,특산물,09.09.~09.11.(예정),서울특별시시청 앞 광장
경상북도,영양반딧불이축제,생태자연,08.24.~08.25.(예정),반딧불이천문대 일원
경상북도,제27회 영덕대게축제,특산물,2.29.~3.3.,삼사해상공원
경상북도,물가자미축제,특산물,4월,축산항 일원
경상북도,영덕황금은어축제,특산물,7월~8월중,영덕읍 오십천
경상북도,영덕국제Hi-웰니스페스타,기타,10. 7.~10. 9.,고래불 국민야영장 등
경상북도,경상북도대종타종식및해맞이,기타,12.31.~1.1.,삼사해상공원
경상북도,제21회 청도소싸움축제,관광진흥,04.19.~04.21.,청도 소싸움경기도장
경상북도,제17회 청도반시축제,특산물,10월중(3일),청도 야외공연장 일원
경상북도,제8회 청도세계코미디아트페스티벌,문화예술,10월중(3일),청도 야외공연장 일원
경상북도,고령대가야축제,역사문화,03.29.~3.31,대가야읍 일원
경상북도,2024 성주참외&생명문화축제,문화예술_ 특산물 등,5.16.~5.19.,성밖숲
경상북도,2024 성주가야산황금들녘 메뚜기 축제,생태자연,24.10월중,수륜면 수성리 일원
경상북도,2024 썸머워터바캉스,문화예술,24.7~8월중,성주역사테마공원
경상북도,제11회 낙동강 세계평화 문화 대축전,전통역사,10.11.~10.13.,칠곡보 생태공원
경상북도,제 15회 낙동강지구 전투 전승행사,전통역사,10.11.~10.13.,칠곡보 오토캠핑장
경상북도,가산산성 문화유산 야행,전통역사,4.27.~4.28.,가산산성 일원
경상북도,가산산성 문화제,문화예술,2024. 10.,칠곡군 동명면 일원
경상북도,2024 예천활축제,문화예술_전통역사,2024.5.3~5.6,한천체육공원 일원
경상북도,2024 곤충 & 서머쿨 페스티벌,문화예술,2024.8.15~8.18,한천체육공원 일원
경상북도,2024 예천삼강주막나루터축제,문화예술,2024.9.15~9.17,삼강문화단지 일원
경상북도,2024 예천농산물축제,특산물,2024. 9월 중,한천체육공원 일원
경상북도,제10회 예천용궁순대축제,특산물,2024. 10월 중,용궁전통시장 일원
경상북도,2024 문화재 야행,문화예술,2024.10.3~10.6,금당실전통마을 일원
경상북도,제26회 봉화은어축제,생태자연,7월~8월중,봉화읍 내성천 일원
경상북도,제28회 봉화송이축제,특산물,9월~10월중,봉화읍 내성천 일원
경상북도,분천 한여름·겨울 산타마을,기타(관광자원),12월~2월중,소천면 분천리 일원
경상북도,울진대게와 붉은대게 축제,특산물,2.22.~2.25.,후포항
경상북도,죽변항 수산물 축제,특산물,12월중,죽변항
경상북도,제22회 울릉도 오징어 축제,특산물,8월 중,울릉군 일원
경상북도,2024년 울릉도 눈축제,생태자연,2.1.~2.3.,나리분지
경상남도,제24회 마산국화축제,생태자연,10~11월 중,3.15해양누리공원
경상남도,천주산 진달래축제,생태자연,4월 중,천주산 일원
경상남도,진동불꽃낙화축제,기타,05.12~05.14,진동 광암항 일원
경상남도,기업사랑 시민축제,기타,04.13.~04.21.,창원시일원
경상남도,마산어시장 축제,특산물,9~10월 중,마산어시장 일원
경상남도,문화다양성축제 MAMF(맘프) 2024,기타,10.11.~10.13.,용지문화공원_ 포정사공원
경상남도,전통시장 맥주축제,기타,10월 중,전통시장 인근 광장
경상남도,눈 내리는 창동 거리 축제,기타,10~12월 중,창동거리 일원
경상남도,충무지구 근대군항 문화페스타,전통역사,10월 중,충무지구 중원로 일원
경상남도,마금산온천축제,특산물,10월 중,마금산온천관광지
경상남도,창원진동미더덕축제,특산물,4~5월 중,진동면 광암항 일원
경상남도,진해만싱싱수산물축제,특산물,10월 중,진해수협 일원
경상남도,창원홍합축제,특산물,11월 중,3.15해양누리공원
경상남도,창원단감축제,특산물,10. 26.~10.27.,창원단감테마공원
경상남도,동읍 무점마을 코스모스축제,생태자연,9~10월 중,무점마을 코스모스길 일원
경상남도,소계동 산 벚꽃 축제,생태자연,4월 중,소계운동장 일원
경상남도,제9회 산호공원 꽃무릇축제,생태자연,9월 중,산호공원 일원
경상남도,제23회 진주논개제,전통역사,5월 중,진주성 일원
경상남도,2024 진주M2페스티벌,문화예술,8월 중,망경동 남강둔치 일원
경상남도,2024 진주남강유등축제,전통역사,10월 중,진주성 및 남강일원
경상남도,제73회 개천예술제,전통역사,10월 중,진주성 및 남강일원
경상남도,2024 코리아드라마페스티벌,문화예술,10월 중,장대동 남강둔치 일원
경상남도,제63회 통영한산대첩축제,전통역사,8월 중,통영시 일원
경상남도,제19회 봉숫골꽃나들이축제,기타(꽃축제),3~4월 중,봉평동 봉숫골거리
